geo_level,geo_code,area,workerssex,workers,total,geo_version
district,282,Rural,Male,Main workers,9699,2011
district,282,Urban,Male,Main workers,10314,2011
district,283,Rural,Male,Main workers,24276,2011
district,283,Urban,Male,Main workers,70166,2011
district,284,Rural,Male,Main workers,20685,2011
district,284,Urban,Male,Main workers,10833,2011
district,285,Rural,Male,Main workers,9132,2011
district,285,Urban,Male,Main workers,8296,2011
district,286,Rural,Male,Main workers,24302,2011
district,286,Urban,Male,Main workers,16659,2011
district,287,Rural,Male,Main workers,21926,2011
district,287,Urban,Male,Main workers,3831,2011
district,288,Rural,Male,Main workers,5565,2011
district,288,Urban,Male,Main workers,4395,2011
district,289,Rural,Male,Main workers,253749,2011
district,289,Urban,Male,Main workers,177994,2011
district,290,Rural,Male,Main workers,179548,2011
district,290,Urban,Male,Main workers,32502,2011
district,291,Rural,Male,Main workers,77850,2011
district,291,Urban,Male,Main workers,11027,2011
district,292,Rural,Male,Main workers,125876,2011
district,292,Urban,Male,Main workers,29335,2011
district,293,Rural,Male,Main workers,109847,2011
district,293,Urban,Male,Main workers,13530,2011
district,294,Rural,Male,Main workers,48019,2011
district,294,Urban,Male,Main workers,8037,2011
district,295,Rural,Male,Main workers,23834,2011
district,295,Urban,Male,Main workers,2601,2011
district,296,Rural,Male,Main workers,62575,2011
district,296,Urban,Male,Main workers,6629,2011
district,297,Rural,Male,Main workers,49927,2011
district,297,Urban,Male,Main workers,7131,2011
district,298,Rural,Male,Main workers,99154,2011
district,298,Urban,Male,Main workers,86969,2011
district,299,Rural,Male,Main workers,62074,2011
district,299,Urban,Male,Main workers,5193,2011
district,300,Rural,Male,Main workers,183825,2011
district,300,Urban,Male,Main workers,14979,2011
district,301,Rural,Male,Main workers,393909,2011
district,301,Urban,Male,Main workers,53168,2011
district,302,Rural,Male,Main workers,189525,2011
district,302,Urban,Male,Main workers,33155,2011
district,303,Rural,Male,Main workers,349127,2011
district,303,Urban,Male,Main workers,40245,2011
district,304,Rural,Male,Main workers,202395,2011
district,304,Urban,Male,Main workers,18755,2011
district,305,Rural,Male,Main workers,539181,2011
district,305,Urban,Male,Main workers,97352,2011
district,306,Rural,Male,Main workers,392675,2011
district,306,Urban,Male,Main workers,48418,2011
district,307,Rural,Male,Main workers,199699,2011
district,307,Urban,Male,Main workers,24101,2011
district,308,Rural,Male,Main workers,134071,2011
district,308,Urban,Male,Main workers,11612,2011
district,309,Rural,Male,Main workers,225964,2011
district,309,Urban,Male,Main workers,71614,2011
district,310,Rural,Male,Main workers,220144,2011
district,310,Urban,Male,Main workers,64811,2011
district,311,Rural,Male,Main workers,206567,2011
district,311,Urban,Male,Main workers,31023,2011
district,312,Rural,Male,Main workers,191410,2011
district,312,Urban,Male,Main workers,57611,2011
district,313,Rural,Male,Main workers,221459,2011
district,313,Urban,Male,Main workers,25627,2011
district,314,Rural,Male,Main workers,175302,2011
district,314,Urban,Male,Main workers,25663,2011
district,315,Rural,Male,Main workers,33599,2011
district,315,Urban,Male,Main workers,16212,2011
district,316,Rural,Male,Main workers,315382,2011
district,316,Urban,Male,Main workers,80299,2011
district,317,Rural,Male,Main workers,229659,2011
district,317,Urban,Male,Main workers,26579,2011
district,318,Rural,Male,Main workers,130026,2011
district,318,Urban,Male,Main workers,11359,2011
district,319,Rural,Male,Main workers,138873,2011
district,319,Urban,Male,Main workers,28610,2011
district,320,Rural,Male,Main workers,97522,2011
district,320,Urban,Male,Main workers,8679,2011
district,321,Rural,Male,Main workers,313447,2011
district,321,Urban,Male,Main workers,33416,2011
district,322,Rural,Male,Main workers,51641,2011
district,322,Urban,Male,Main workers,283083,2011
district,323,Rural,Male,Main workers,152778,2011
district,323,Urban,Male,Main workers,19530,2011
district,324,Rural,Male,Main workers,212973,2011
district,324,Urban,Male,Main workers,2975,2011
district,325,Rural,Male,Main workers,194581,2011
district,325,Urban,Male,Main workers,15250,2011
district,326,Rural,Male,Main workers,184440,2011
district,326,Urban,Male,Main workers,10342,2011
district,327,Rural,Male,Main workers,219497,2011
district,327,Urban,Male,Main workers,176844,2011
district,328,Rural,Male,Main workers,634019,2011
district,328,Urban,Male,Main workers,288163,2011
district,329,Rural,Male,Main workers,673124,2011
district,329,Urban,Male,Main workers,76724,2011
district,330,Rural,Male,Main workers,597744,2011
district,330,Urban,Male,Main workers,91025,2011
district,331,Rural,Male,Main workers,365227,2011
district,331,Urban,Male,Main workers,62351,2011
district,332,Rural,Male,Main workers,721574,2011
district,332,Urban,Male,Main workers,130358,2011
district,333,Rural,Male,Main workers,1326510,2011
district,333,Urban,Male,Main workers,336114,2011
district,334,Rural,Male,Main workers,670503,2011
district,334,Urban,Male,Main workers,115145,2011
district,335,Rural,Male,Main workers,1122767,2011
district,335,Urban,Male,Main workers,715914,2011
district,336,Rural,Male,Main workers,1003628,2011
district,336,Urban,Male,Main workers,401563,2011
district,337,Rural,Male,Main workers,1091026,2011
district,337,Urban,Male,Main workers,1539881,2011
district,338,Rural,Male,Main workers,880291,2011
district,338,Urban,Male,Main workers,583142,2011
district,339,Rural,Male,Main workers,687046,2011
district,339,Urban,Male,Main workers,75042,2011
district,340,Rural,Male,Main workers,412155,2011
district,340,Urban,Male,Main workers,81077,2011
district,341,Rural,Male,Main workers,446161,2011
district,341,Urban,Male,Main workers,858274,2011
district,342,Rural,Male,Main workers,0,2011
district,342,Urban,Male,Main workers,1294266,2011
district,343,Rural,Male,Main workers,1227192,2011
district,343,Urban,Male,Main workers,521522,2011
district,344,Rural,Male,Main workers,1077905,2011
district,344,Urban,Male,Main workers,174302,2011
district,345,Rural,Male,Main workers,863546,2011
district,345,Urban,Male,Main workers,136657,2011
district,346,Rural,Male,Main workers,123629,2011
district,346,Urban,Male,Main workers,11644,2011
district,347,Rural,Male,Main workers,132848,2011
district,347,Urban,Male,Main workers,12705,2011
district,348,Rural,Male,Main workers,89403,2011
district,348,Urban,Male,Main workers,28478,2011
district,349,Rural,Male,Main workers,284213,2011
district,349,Urban,Male,Main workers,43438,2011
district,350,Rural,Male,Main workers,180361,2011
district,350,Urban,Male,Main workers,57863,2011
district,351,Rural,Male,Main workers,169410,2011
district,351,Urban,Male,Main workers,13028,2011
district,352,Rural,Male,Main workers,193340,2011
district,352,Urban,Male,Main workers,33389,2011
district,353,Rural,Male,Main workers,153155,2011
district,353,Urban,Male,Main workers,14717,2011
district,354,Rural,Male,Main workers,164346,2011
district,354,Urban,Male,Main workers,312502,2011
district,355,Rural,Male,Main workers,138551,2011
district,355,Urban,Male,Main workers,189289,2011
district,356,Rural,Male,Main workers,59760,2011
district,356,Urban,Male,Main workers,11240,2011
district,357,Rural,Male,Main workers,135569,2011
district,357,Urban,Male,Main workers,309835,2011
district,358,Rural,Male,Main workers,187315,2011
district,358,Urban,Male,Main workers,38029,2011
district,359,Rural,Male,Main workers,73668,2011
district,359,Urban,Male,Main workers,9216,2011
district,360,Rural,Male,Main workers,205284,2011
district,360,Urban,Male,Main workers,56715,2011
district,361,Rural,Male,Main workers,96026,2011
district,361,Urban,Male,Main workers,87111,2011
district,362,Rural,Male,Main workers,153485,2011
district,362,Urban,Male,Main workers,18332,2011
district,363,Rural,Male,Main workers,80870,2011
district,363,Urban,Male,Main workers,15247,2011
district,364,Rural,Male,Main workers,284829,2011
district,364,Urban,Male,Main workers,269120,2011
district,365,Rural,Male,Main workers,85633,2011
district,365,Urban,Male,Main workers,8179,2011
district,366,Rural,Male,Main workers,164065,2011
district,366,Urban,Male,Main workers,12002,2011
district,367,Rural,Male,Main workers,97332,2011
district,367,Urban,Male,Main workers,8371,2011
district,368,Rural,Male,Main workers,191394,2011
district,368,Urban,Male,Main workers,48450,2011
district,369,Rural,Male,Main workers,118936,2011
district,369,Urban,Male,Main workers,62120,2011
district,370,Rural,Male,Main workers,333482,2011
district,370,Urban,Male,Main workers,39324,2011
district,371,Rural,Male,Main workers,78468,2011
district,371,Urban,Male,Main workers,59215,2011
district,372,Rural,Male,Main workers,163449,2011
district,372,Urban,Male,Main workers,79275,2011
district,373,Rural,Male,Main workers,54371,2011
district,373,Urban,Male,Main workers,5265,2011
district,374,Rural,Male,Main workers,244799,2011
district,374,Urban,Male,Main workers,185899,2011
district,375,Rural,Male,Main workers,299603,2011
district,375,Urban,Male,Main workers,63092,2011
district,376,Rural,Male,Main workers,362839,2011
district,376,Urban,Male,Main workers,45063,2011
district,377,Rural,Male,Main workers,476709,2011
district,377,Urban,Male,Main workers,64068,2011
district,378,Rural,Male,Main workers,262216,2011
district,378,Urban,Male,Main workers,40770,2011
district,379,Rural,Male,Main workers,275110,2011
district,379,Urban,Male,Main workers,20780,2011
district,380,Rural,Male,Main workers,225044,2011
district,380,Urban,Male,Main workers,31036,2011
district,381,Rural,Male,Main workers,429679,2011
district,381,Urban,Male,Main workers,185991,2011
district,382,Rural,Male,Main workers,343855,2011
district,382,Urban,Male,Main workers,31602,2011
district,383,Rural,Male,Main workers,217374,2011
district,383,Urban,Male,Main workers,27861,2011
district,384,Rural,Male,Main workers,205727,2011
district,384,Urban,Male,Main workers,51993,2011
district,385,Rural,Male,Main workers,188741,2011
district,385,Urban,Male,Main workers,18689,2011
district,386,Rural,Male,Main workers,261347,2011
district,386,Urban,Male,Main workers,281831,2011
district,387,Rural,Male,Main workers,328271,2011
district,387,Urban,Male,Main workers,70964,2011
district,388,Rural,Male,Main workers,533112,2011
district,388,Urban,Male,Main workers,185051,2011
district,389,Rural,Male,Main workers,95194,2011
district,389,Urban,Male,Main workers,16270,2011
district,390,Rural,Male,Main workers,106439,2011
district,390,Urban,Male,Main workers,16639,2011
district,391,Rural,Male,Main workers,87582,2011
district,391,Urban,Male,Main workers,4850,2011
district,392,Rural,Male,Main workers,123467,2011
district,392,Urban,Male,Main workers,12576,2011
district,393,Rural,Male,Main workers,285198,2011
district,393,Urban,Male,Main workers,47157,2011
district,394,Rural,Male,Main workers,108658,2011
district,394,Urban,Male,Main workers,8169,2011
district,395,Rural,Male,Main workers,270438,2011
district,395,Urban,Male,Main workers,29397,2011
district,396,Rural,Male,Main workers,129598,2011
district,396,Urban,Male,Main workers,35367,2011
district,397,Rural,Male,Main workers,207976,2011
district,397,Urban,Male,Main workers,19568,2011
district,398,Rural,Male,Main workers,228025,2011
district,398,Urban,Male,Main workers,57976,2011
district,399,Rural,Male,Main workers,119220,2011
district,399,Urban,Male,Main workers,12684,2011
district,400,Rural,Male,Main workers,84359,2011
district,400,Urban,Male,Main workers,45112,2011
district,401,Rural,Male,Main workers,404474,2011
district,401,Urban,Male,Main workers,55514,2011
district,402,Rural,Male,Main workers,182042,2011
district,402,Urban,Male,Main workers,16993,2011
district,403,Rural,Male,Main workers,290722,2011
district,403,Urban,Male,Main workers,63310,2011
district,404,Rural,Male,Main workers,150950,2011
district,404,Urban,Male,Main workers,109301,2011
district,405,Rural,Male,Main workers,265423,2011
district,405,Urban,Male,Main workers,53113,2011
district,406,Rural,Male,Main workers,389360,2011
district,406,Urban,Male,Main workers,168929,2011
district,407,Rural,Male,Main workers,162231,2011
district,407,Urban,Male,Main workers,20811,2011
district,408,Rural,Male,Main workers,289757,2011
district,408,Urban,Male,Main workers,69189,2011
district,409,Rural,Male,Main workers,475523,2011
district,409,Urban,Male,Main workers,327595,2011
district,410,Rural,Male,Main workers,497062,2011
district,410,Urban,Male,Main workers,382894,2011
district,411,Rural,Male,Main workers,200341,2011
district,411,Urban,Male,Main workers,30268,2011
district,412,Rural,Male,Main workers,164782,2011
district,412,Urban,Male,Main workers,37245,2011
district,413,Rural,Male,Main workers,161402,2011
district,413,Urban,Male,Main workers,18500,2011
district,414,Rural,Male,Main workers,239449,2011
district,414,Urban,Male,Main workers,48534,2011
district,415,Rural,Male,Main workers,22667,2011
district,415,Urban,Male,Main workers,5120,2011
district,416,Rural,Male,Main workers,95386,2011
district,416,Urban,Male,Main workers,24313,2011
district,417,Rural,Male,Main workers,38101,2011
district,417,Urban,Male,Main workers,6682,2011
district,418,Rural,Male,Main workers,129254,2011
district,418,Urban,Male,Main workers,23929,2011
district,419,Rural,Male,Main workers,346228,2011
district,419,Urban,Male,Main workers,102300,2011
district,420,Rural,Male,Main workers,298007,2011
district,420,Urban,Male,Main workers,89986,2011
district,421,Rural,Male,Main workers,171369,2011
district,421,Urban,Male,Main workers,308092,2011
district,422,Rural,Male,Main workers,154047,2011
district,422,Urban,Male,Main workers,44144,2011
district,423,Rural,Male,Main workers,346552,2011
district,423,Urban,Male,Main workers,67975,2011
district,424,Rural,Male,Main workers,280167,2011
district,424,Urban,Male,Main workers,55709,2011
district,425,Rural,Male,Main workers,311253,2011
district,425,Urban,Male,Main workers,92155,2011
district,426,Rural,Male,Main workers,179076,2011
district,426,Urban,Male,Main workers,26217,2011
district,427,Rural,Male,Main workers,405184,2011
district,427,Urban,Male,Main workers,179932,2011
district,428,Rural,Male,Main workers,227730,2011
district,428,Urban,Male,Main workers,59227,2011
district,429,Rural,Male,Main workers,341024,2011
district,429,Urban,Male,Main workers,110748,2011
district,430,Rural,Male,Main workers,363396,2011
district,430,Urban,Male,Main workers,85272,2011
district,431,Rural,Male,Main workers,78660,2011
district,431,Urban,Male,Main workers,22597,2011
district,432,Rural,Male,Main workers,156552,2011
district,432,Urban,Male,Main workers,67212,2011
district,433,Rural,Male,Main workers,279130,2011
district,433,Urban,Male,Main workers,73007,2011
district,434,Rural,Male,Main workers,213447,2011
district,434,Urban,Male,Main workers,107116,2011
